Date,Open,High,Low,Close,Volume
1/1/2018,25565.75,25588,25271.55,25318.1,0
1/2/2018,25382.2,25425.5,25232.8,25338.25,0
1/3/2018,25425.75,25454.9,25300.9,25318.6,0
1/4/2018,25367.65,25490.35,25310.3,25462.6,0
1/5/2018,25524.45,25643.35,25499.55,25601.85,0
1/8/2018,25690.25,25771.5,25643.8,25676.1,0
1/9/2018,25727.95,25803.8,25617.25,25703.8,0
1/10/2018,25709.9,25717.6,25527.5,25617.3,0
1/11/2018,25628.2,25694.65,25532.25,25660.9,0
1/12/2018,25732.4,25775.15,25557.6,25749.05,0
1/15/2018,25858.15,26091.8,25842.95,26069.2,0
1/16/2018,26129.15,26136.4,25931.7,25974.9,0
1/17/2018,25946.15,26335.85,25922.3,26289.1,0
1/18/2018,26762.25,26887.65,26423.75,26537.4,0
1/19/2018,26615.65,26957.85,26433.55,26909.5,0
1/22/2018,26940.5,27074.9,26841.2,27041.2,0
1/23/2018,27089.95,27422.05,27066.15,27390.6,0
1/24/2018,27310.15,27479.25,27219.45,27398.55,0
1/25/2018,27414.1,27522.85,27151.75,27445.65,0
1/29/2018,27446.1,27652.05,27407.4,27498.45,0
1/30/2018,27466.85,27470.25,27242.05,27269.05,0
1/31/2018,27136.25,27455.75,27116.95,27379.45,0
2/1/2018,27334.85,27613.5,27046.35,27220.7,0
2/2/2018,27017.4,27017.55,26364.05,26451.15,0
2/5/2018,25968.15,26215.1,25917.55,26098.75,0
2/6/2018,25140.1,26140.6,25023.85,25811.3,0
2/7/2018,26065.4,26078.4,25558.05,25670,0
2/8/2018,25759.85,26126.4,25637.4,25920.65,0
2/9/2018,25466.3,25598.3,25371,25463.65,0
2/12/2018,25530.1,25757.85,25485.4,25701.6,0
2/14/2018,25810.25,25810.25,25212.35,25341.25,0
2/15/2018,25360.9,25615.15,25295.15,25424.35,0
2/16/2018,25511.95,25601,25100.9,25163.9,0
2/19/2018,25324.6,25326.05,24824.55,25058.55,0
2/20/2018,25105.55,25158.1,24829,24874.4,0
2/21/2018,24996.6,24999.7,24796.35,24936.7,0
2/22/2018,24812.7,24987.05,24781.7,24955.2,0
2/23/2018,25002.25,25345.15,24962.85,25302.5,0
2/26/2018,25452,25722.15,25381.2,25687.9,0
2/27/2018,25684.6,25723.55,25356.4,25383.6,0
2/28/2018,25116.25,25192.95,24942,25107.4,0
3/1/2018,25022.35,25226.05,24854.4,24902.55,0
3/5/2018,24831.35,24873.05,24682,24818.7,0
3/6/2018,24964.1,25040.25,24362.05,24448.45,0
3/7/2018,24333.85,24373.4,24096.75,24134.1,0
3/8/2018,24273.9,24534.5,24048.55,24477.65,0
3/9/2018,24556.95,24564.75,24259.7,24296.45,0
3/12/2018,24443.6,24716.05,24358.5,24664.2,0
3/13/2018,24624.6,25009.65,24597.55,24738.65,0
3/14/2018,24629.65,24894.3,24487,24851.65,0
3/15/2018,24854.3,24939.85,24732,24791.85,0
3/16/2018,24753.65,24785.35,24439.15,24489.55,0
3/19/2018,24530.15,24588.05,24186.95,24245.1,0
3/20/2018,24133.95,24355.65,24082.95,24168.2,0
3/21/2018,24331.3,24459.75,24208.65,24255.6,0
3/22/2018,24252.95,24314.4,24094.85,24141.5,0
3/23/2018,23785.65,23796.3,23605.6,23670.4,0
3/26/2018,23674.9,24290.65,23657.05,24244.35,0
3/27/2018,24396.4,24496.95,24266.4,24434.15,0
3/28/2018,24299.5,24361,24203.4,24263.35,0
4/2/2018,24235.65,24373.4,24062.95,24328.5,0
4/3/2018,24285.95,24538,24254.35,24510.6,0
4/4/2018,24502.5,24666.3,24087.8,24129.5,0
4/5/2018,24394.45,24824.9,24380.85,24759.8,0
4/6/2018,24776.35,24933.6,24626.4,24873.15,0
4/9/2018,24848.85,25152.85,24828,25093.8,0
4/10/2018,25153.6,25279.9,25120.2,25226.8,0
4/11/2018,25198.35,25207.05,24950.3,25098.25,0
4/12/2018,25076.9,25244.8,24969.4,25195.1,0
4/13/2018,25239.65,25411.3,25076.85,25200.6,0
4/16/2018,25082.1,25348.55,25067.35,25320.85,0
4/17/2018,25383.75,25402.55,25224,25334.45,0
4/18/2018,25426.75,25426.75,25058.75,25102.3,0
4/19/2018,25206.45,25207.3,25049.7,25126.15,0
4/20/2018,25126.8,25126.8,24839.3,24943.85,0
4/23/2018,25065.5,25084.15,24466.1,24960.65,0
4/24/2018,24972.2,25123.45,24955,25042.1,0
4/25/2018,24993.4,24993.4,24734.6,24814.4,0
4/26/2018,24833.2,25064,24753.4,25010.9,0
4/27/2018,25030.15,25441.5,25029.65,25394.6,0
4/30/2018,25490.15,25617.5,25464.8,25531.6,0
5/2/2018,25607.05,25716.75,25499.35,25568.3,0
5/3/2018,25547.9,25653.45,25469.05,25605.25,0
5/4/2018,25632.3,25680.4,25537.7,25645.4,0
5/7/2018,25676.25,25913.5,25675.15,25852.05,0
5/8/2018,26074.15,26116.25,25954.6,26090.5,0
5/9/2018,25988.1,26206.5,25946.3,26154.45,0
5/10/2018,26216.1,26266.4,26057.2,26131,0
5/11/2018,26173.7,26437.25,26099.85,26413.15,0
5/14/2018,26404.45,26565.4,26338.05,26475.15,0
5/15/2018,26494.9,26972.05,26407.3,26474,0
5/16/2018,26269.35,26428.35,26102.15,26182.15,0
5/17/2018,26233.2,26283.55,26012,26073.8,0
5/18/2018,26025.6,26032,25839,25875.6,0
5/21/2018,26017.5,26066.75,25685.35,25750.8,0
5/22/2018,25780.25,25945.65,25701.35,25777.7,0
5/23/2018,25726.95,25903.9,25622.15,25684.95,0
5/24/2018,25722.9,26073.1,25658.4,26016.8,0
5/25/2018,26066.75,26325.55,26031.45,26273.55,0
5/28/2018,26291.65,26713.65,26273.9,26614.25,0
5/29/2018,26567.25,26570.95,26221.1,26254.8,0
5/30/2018,26039.9,26405.45,25980.85,26327.8,0
5/31/2018,26587,27164.55,26354.55,26956.2,0
6/1/2018,26913.4,26996.8,26658.55,26692.8,0
6/4/2018,27023.7,27047.55,26205.9,26257.55,0
6/5/2018,26263,26342.4,26069.55,26251,0
6/6/2018,26266.9,26425.2,26147.8,26367.6,0
6/7/2018,26577.95,26766.95,26483.9,26517.8,0
6/8/2018,26457.25,26481,26284.2,26451.35,0
6/11/2018,26473.2,26653,26421.95,26453.55,0
6/12/2018,26566.6,26656.45,26449.85,26607.1,0
6/13/2018,26721.95,26765.45,26598.2,26642.8,0
6/14/2018,26612.3,26623.25,26503.1,26562.25,0
6/15/2018,26513.7,26586.4,26344.95,26417.4,0
6/18/2018,26444.3,26477.5,26322.45,26409.3,0
6/19/2018,26448.1,26448.1,26224.75,26265.75,0
6/20/2018,26320.45,26574.75,26309.95,26557.7,0
6/21/2018,26645.3,26682.95,26454.95,26496.95,0
6/22/2018,26518.4,26806.55,26364.25,26766.85,0
6/25/2018,26718.15,26804.9,26573,26609.7,0
6/26/2018,26495.65,26712.6,26479.65,26601.7,0
6/27/2018,26616.3,26634.3,26336.5,26423.4,0
6/28/2018,26398.1,26487.85,26161,26324.6,0
6/29/2018,26312.7,26465,26291.35,26364.2,0
7/2/2018,26364.45,26371.6,26060.6,26230.3,0
7/3/2018,26210.1,26316.1,26142,26204.1,0
7/4/2018,26249.25,26480.5,26132.9,26433.95,0
7/5/2018,26481.55,26598.45,26415.2,26503.3,0
7/6/2018,26427.55,26609.85,26410,26493.85,0
7/9/2018,26642.35,26781.2,26611.55,26753.3,0
7/10/2018,26844.55,26939.55,26778.5,26894.55,0
7/11/2018,26900.65,26938.85,26774.6,26816.2,0
7/12/2018,26937.5,27164.8,26936.05,27026.55,0
7/13/2018,27046.85,27102.35,26902.3,26935.95,0
7/16/2018,26914.5,26939.05,26643.95,26679.8,0
7/17/2018,26662.85,27041.35,26653.65,27008.1,0
7/18/2018,27107.35,27187.15,26834.45,26880.9,0
7/19/2018,26960.2,27025.45,26730.1,26789.65,0
7/20/2018,26764.4,26946.55,26718.6,26873.2,0
7/23/2018,26701.3,27040.1,26671.35,27008.15,0
7/24/2018,26984.15,27128,26868.15,26974.4,0
7/25/2018,26992.55,27074,26939.35,27031.3,0
7/26/2018,27054.7,27455.1,27045.05,27406.4,0
7/27/2018,27497.8,27661.05,27455,27634.4,0
7/30/2018,27767.65,27873.7,27607.95,27842.6,0
7/31/2018,27797.2,27839.2,27651.3,27764.15,0
8/1/2018,27684.8,27820.15,27477.9,27596.6,0
8/2/2018,27469.5,27487.9,27327.95,27355.95,0
8/3/2018,27471.95,27723,27448.15,27695.5,0
8/6/2018,27769.55,27994,27766.05,27898.5,0
8/7/2018,27972.95,27988.2,27827.3,27875.9,0
8/8/2018,27930.55,28128.65,27858.75,28062.45,0
8/9/2018,28173.65,28363.4,28132,28320,0
8/10/2018,28348.95,28377.9,28087.65,28124.25,0
8/13/2018,27760.8,27911.85,27739.5,27794.4,0
8/14/2018,27864.4,28053.05,27854.9,28021.7,0
8/16/2018,27836.15,28013.1,27779.5,27826.55,0
8/17/2018,27991.75,28178.15,27953.8,28128.55,0
8/20/2018,28171.65,28322.3,28171.65,28274.25,0
8/21/2018,28295.85,28305.95,28151.9,28257.9,0
8/23/2018,28321.95,28325.45,27965.35,28027.9,0
8/24/2018,27954.25,28122.75,27782.8,27834.7,0
8/27/2018,27971.25,28317.75,27958.2,28264.2,0
8/28/2018,28379.9,28388.65,28152.7,28269.65,0
8/29/2018,28233.4,28344.1,28167.8,28224.1,0
8/30/2018,28233.7,28233.7,27961.75,28103.25,0
8/31/2018,27998,28157.35,27940.95,28061.75,0
9/3/2018,28199.45,28203.2,27777.4,27819.5,0
9/4/2018,27845.55,27875.15,27385.85,27430.75,0
9/5/2018,27409.3,27506.3,27136.05,27376.05,0
9/6/2018,27464.25,27552.8,27246.25,27468.7,0
9/7/2018,27439.25,27512.5,27232.8,27481.45,0
9/10/2018,27395.2,27404.85,27142.55,27201.75,0
9/11/2018,27295.2,27318.45,26772.25,26807.5,0
9/12/2018,26895.15,26895.15,26555.15,26819.2,0
9/14/2018,27059.85,27205.75,26989.8,27163.85,0
9/17/2018,27002.6,27002.6,26743.4,26820.3,0
9/18/2018,26757,26901.05,26407.45,26441.45,0
9/19/2018,26532,26611.6,26235.7,26277.35,0
9/21/2018,26331.05,26490.4,25053.35,25596.9,0
9/24/2018,25645.05,25649.7,24904.5,24970.35,0
9/25/2018,24947.7,25406.95,24678.25,25330.35,0
9/26/2018,25525.1,25525.1,25197.35,25376.3,0
9/27/2018,25442.1,25452.5,25007.05,25042.15,0
9/28/2018,25135.8,25354.7,24919.25,25119.85,0
10/1/2018,24943.9,25412.15,24707.65,25367,0
10/3/2018,25290.55,25470.05,25026.35,25069.9,0
10/4/2018,24735.15,24893.4,24501.05,24819.3,0
10/5/2018,24741.65,25080.2,24250.65,24443.45,0
10/8/2018,24470.75,24745.35,24240.05,24618.35,0
10/9/2018,24703.65,24759.9,24464.9,24527.65,0
10/10/2018,24596.6,25371.15,24559.9,25321.7,0
10/11/2018,24541.75,24940.1,24493.7,24783.95,0
10/12/2018,25001.95,25484.2,24975.45,25395.85,0
10/15/2018,25444,25466.2,25147.8,25388.05,0
10/16/2018,25414.2,25707.05,25351.8,25589.65,0
10/17/2018,25839.1,25915.35,25101.95,25188.6,0
10/19/2018,24966.5,25277.9,24922.65,25085.8,0
10/22/2018,25484.25,25504.75,25021.35,25078.6,0
10/23/2018,24786.9,25124.6,24784.9,24972.45,0
10/24/2018,25312.7,25356.9,24839.65,25064.2,0
10/25/2018,24841.5,24977.35,24696.85,24817.45,0
10/26/2018,24771.85,24771.95,24353.1,24421.05,0
10/29/2018,24647.95,25023.75,24404.55,24959.7,0
10/30/2018,24924.75,25121.5,24686.85,24807.75,0
10/31/2018,24823.8,25201.3,24528.35,25153.25,0
11/1/2018,25285.2,25401.6,25129.45,25323.65,0
11/2/2018,25545.35,25856.25,25499.15,25701.65,0
11/5/2018,25731.55,25788.2,25534.4,25732.2,0
11/6/2018,25747.4,25860.75,25558.35,25598,0
11/7/2018,25818.1,25824.4,25698.1,25737.5,0
11/9/2018,25742.55,25822.75,25598.75,25771,0
11/12/2018,25816.15,25907.2,25495.1,25539.75,0
11/13/2018,25422,25796.5,25384.55,25768.6,0
11/14/2018,25952.4,26045.05,25806.7,25930.15,0
11/15/2018,25946.2,26197.6,25728,26154.75,0
11/16/2018,26205.35,26332.75,26122.55,26245.55,0
11/19/2018,26364.6,26379.1,26204.35,26300.7,0
11/20/2018,26211.5,26259.4,26041.8,26113.35,0
11/21/2018,26105.45,26342.05,26060.55,26262.05,0
11/22/2018,26233.65,26323.95,25947.85,25999.45,0
11/26/2018,26096,26396.6,26025.05,26365.6,0
11/27/2018,26286.1,26491.25,26268.65,26443.1,0
11/28/2018,26489.65,26584.95,26419.65,26457.95,0
11/29/2018,26641.6,27003.75,26577.15,26939.6,0
11/30/2018,27009.3,27012.7,26764.9,26862.95,0
12/3/2018,27032.9,27037.1,26791.65,26857.55,0
12/4/2018,26809.5,26843.8,26644.75,26693.8,0
12/5/2018,26572.1,26627.35,26443.65,26519.6,0
12/6/2018,26339.1,26359.9,26149.45,26198.3,0
12/7/2018,26307.4,26659.7,26252.1,26594.3,0
12/10/2018,26073.65,26336.2,26072,26102.65,0
12/11/2018,25602.25,26227.9,25598.95,26163.4,0
12/12/2018,26286.25,26672.7,26214.75,26643.85,0
12/13/2018,26844.15,26951.45,26723.65,26816.35,0
12/14/2018,26810.85,26909,26732.7,26826,0
12/17/2018,26915.45,27051.4,26908.6,27015.8,0
12/18/2018,26917.3,27210.05,26840.8,27174.7,0
12/19/2018,27229.05,27364.35,27214.3,27298.4,0
12/20/2018,27128.65,27309.1,27084.5,27275.1,0
12/21/2018,27261.25,27369.1,26823.1,26869.65,0
12/24/2018,26877.05,26934.85,26676.95,26714.75,0
12/26/2018,26634,27029.15,26408.15,26986.8,0
12/27/2018,27200.65,27239.95,26845.1,26878.55,0
12/28/2018,27048.4,27213.45,27039.6,27125.25,0
12/31/2018,27267.8,27286.5,27105,27160.2,0
1/1/2019,27231.4,27430.55,27019.05,27392.4,0
1/2/2019,27297,27397.55,27077.6,27174.7,0
1/3/2019,27181.6,27206.2,26923.75,26959.85,0
1/4/2019,26999.7,27274.5,26926.1,27195,0
1/7/2019,27378.65,27477.8,27279.55,27304.55,0
1/8/2019,27301.9,27542.4,27161.95,27509.5,0
1/9/2019,27651.25,27754.45,27409.5,27720.4,0
1/10/2019,27713.55,27713.55,27488.2,27528.55,0
1/11/2019,27602.8,27612.45,27382.45,27453.9,0
1/14/2019,27389.2,27389.8,27182.2,27248.25,0
1/15/2019,27317.55,27447.55,27317.1,27400.75,0
1/16/2019,27405.65,27554.75,27403.05,27483.7,0
1/17/2019,27568.6,27611.55,27335.15,27528.75,0
1/18/2019,27550.05,27576.45,27410.65,27456.7,0
1/21/2019,27514.55,27622.2,27388.5,27533.6,0
1/22/2019,27526.55,27533.35,27385.4,27482.25,0
1/23/2019,27493.1,27564.7,27189.6,27250.75,0
1/24/2019,27273.5,27342.35,27142.8,27266.4,0
1/25/2019,27261.45,27433.55,27045.2,27115.3,0
1/28/2019,27041.45,27134.2,26587.95,26653.05,0
1/29/2019,26616.25,26743.85,26441.55,26573.4,0
1/30/2019,26789.75,26916.25,26693.7,26825.5,0
1/31/2019,26969.15,27325.05,26891.05,27295.45,0
2/1/2019,27334.55,27533.05,26930.45,27085.95,0
2/4/2019,26974,27243.8,26825.55,27186.6,0
2/5/2019,27226.05,27348.25,27153.2,27271.7,0
2/6/2019,27326.2,27428.65,27294.1,27402.35,0
2/7/2019,27424.1,27589.75,27322.95,27387.15,0
2/8/2019,27302.65,27482.1,27221.25,27294.4,0
2/11/2019,27240.5,27305.9,27151.55,27227.8,0
2/12/2019,27166.9,27286.65,26988.9,27010.75,0
2/13/2019,27068.85,27108,26839.05,26885.4,0
2/14/2019,26978,27030,26818.05,26970.6,0
2/15/2019,27017.2,27029.95,26635.25,26794.25,0
2/18/2019,26754.6,26829.95,26617.7,26654.25,0
2/19/2019,26666.55,26996.45,26625.6,26684.85,0
2/20/2019,26786,26985.5,26732.65,26955.5,0
2/21/2019,26994.75,27100.9,26973,27052.4,0
2/22/2019,26960.05,26997.35,26847.8,26867.55,0
2/25/2019,26934.2,27197.1,26932.65,27159.25,0
2/26/2019,26853.8,27127.25,26736.6,26952.95,0
2/27/2019,27078.1,27189.45,26719.4,26799.3,0
2/28/2019,26878,26920.5,26762.55,26789.9,0
3/1/2019,26941,27076.55,26928.9,27043.9,0
3/5/2019,27068.15,27580.75,26958.1,27554.05,0
3/6/2019,27618.1,27681.65,27492.05,27625.65,0
3/7/2019,27661,27815.5,27560,27764.6,0
3/8/2019,27686.15,27811.35,27645.4,27761.8,0
3/11/2019,27840.1,28035.6,27791.25,27966.65,0
3/12/2019,28168.2,28488.1,28142.25,28443.7,0
3/13/2019,28480.3,28927.7,28353.65,28884.3,0
3/14/2019,29028.9,29070.35,28819.75,28923.1,0
3/15/2019,29007,29520.7,28990.85,29381.45,0
3/18/2019,29521.6,29812,29361.65,29596.1,0
3/19/2019,29702.6,29799.75,29547.7,29767.85,0
3/20/2019,29769.65,29885.2,29633.5,29832.2,0
3/22/2019,29920.75,30008.1,29508.7,29582.5,0
3/25/2019,29329.4,29329.4,29156.25,29281.2,0
3/26/2019,29300.4,29950.15,29278.5,29882.15,0
3/27/2019,30034.15,30262.55,29790.25,30019.8,0
3/28/2019,30064.8,30496.05,29969.1,30420.55,0
3/29/2019,30480.35,30499.15,30235.9,30426.8,0
4/1/2019,30537.6,30648.1,30218.35,30326.5,0
4/2/2019,30450.1,30452.9,30155.85,30354.25,0
4/3/2019,30440.85,30602.55,30036.25,30093.3,0
4/4/2019,30147.3,30245.7,29809.9,29904.9,0
4/5/2019,30002.85,30174,29850,30084.65,0
4/8/2019,30201.5,30232.05,29716.6,29845.3,0
4/9/2019,29901.5,30165.05,29703.55,30113.85,0
4/10/2019,29916.6,30155.75,29768.1,29803.5,0
4/11/2019,29841.85,29852.25,29640.25,29786.1,0
4/12/2019,29780.55,30000.95,29707,29938.55,0
4/15/2019,29983.5,30163.1,29919.1,30104.25,0
4/16/2019,30236.25,30590.95,30228.2,30531.35,0
4/18/2019,30656.5,30669.8,30142.2,30223.4,0
4/22/2019,30282.5,30289.9,29647.55,29687.95,0
4/23/2019,29761.95,29906.5,29455.45,29479.7,0
4/24/2019,29550.5,29914.85,29435.05,29860.8,0
4/25/2019,29927.05,30057.7,29511.95,29561.35,0
4/26/2019,29764.85,30048.2,29563.15,30013.5,0
4/30/2019,29920.4,29920.4,29550.05,29764.8,0
5/2/2019,29699.8,29919.35,29638.8,29708.6,0
5/3/2019,29811.65,30121.75,29795.1,29954.15,0
5/6/2019,29626.5,29757.4,29528.6,29618.45,0
5/7/2019,29749.55,29835.5,29244.25,29288.2,0
5/8/2019,29261.3,29261.3,28951.35,28994.4,0
5/9/2019,28893.95,29040.3,28784.65,28884.6,0
5/10/2019,28927.6,29202.85,28900.1,29040.5,0
5/13/2019,29026.65,29049.05,28621.1,28659.95,0
5/14/2019,28718.75,29058.3,28582.6,28829.2,0
5/15/2019,28925.45,28983.15,28555.15,28616.45,0
5/16/2019,28625.9,28947.6,28525.45,28855.3,0
5/17/2019,28881.4,29559.45,28856,29450.15,0
5/20/2019,30230.4,30827.85,30111.2,30759.7,0
5/21/2019,30862.1,30926.7,30265.1,30308.4,0
5/22/2019,30410.65,30675.1,30268.6,30526.8,0
5/23/2019,30962.8,31705,30292.35,30409.1,0
5/24/2019,30685.5,31275.4,30564.4,31212.55,0
5/27/2019,31234.9,31700.75,31142.5,31647.65,0
5/28/2019,31711.3,31712.4,31328.6,31597.9,0
5/29/2019,31459.25,31546.75,31257.9,31295.55,0
5/30/2019,31256.85,31619.25,31236.1,31537.1,0
5/31/2019,31678.9,31783.6,30623.05,31375.4,0
6/3/2019,31406.05,31674.6,31284.7,31653.65,0
6/4/2019,31532.9,31752.7,31512.95,31589.05,0
6/6/2019,31523.95,31541.5,30800.8,30857.4,0
6/7/2019,30943.15,31139.6,30627.05,31066.55,0
6/10/2019,31259.2,31367.4,30861.3,31034,0
6/11/2019,31172.25,31399.35,30973.35,31265.45,0
6/12/2019,31219.3,31222.3,30911.45,30965.7,0
6/13/2019,30876.75,31036.9,30638.25,30976.1,0
6/14/2019,30983.45,31032.65,30508.95,30614.35,0
6/17/2019,30652,30684.05,30249.4,30273.25,0
6/18/2019,30299.45,30550.65,30222.85,30351,0
6/19/2019,30526.5,30699.15,30242,30362.1,0
6/20/2019,30390.2,30824.55,30220.7,30781.1,0
6/21/2019,30804.95,30804.95,30541.5,30628.35,0
6/24/2019,30680.95,30783.65,30528,30602.05,0
6/25/2019,30567.65,30913.25,30451.4,30847.05,0
6/26/2019,30809.2,31202.7,30766.65,31162.35,0
6/27/2019,31192.1,31490.6,31158.8,31269.5,0
6/28/2019,31281,31308.9,31060.6,31105.2,0
7/1/2019,31271,31450.35,31246.45,31372.2,0
7/2/2019,31414.65,31431.35,31105.1,31283.3,0
7/3/2019,31347.7,31467.15,31238.5,31382.3,0
7/4/2019,31471,31608.35,31428.05,31471.85,0
7/5/2019,31523.05,31660.75,31323.25,31475.8,0
7/8/2019,31346.85,31370.4,30536.75,30603.85,0
7/9/2019,30533.4,30702.1,30346.7,30569.15,0
7/10/2019,30618.05,30728.35,30428.6,30522.1,0
7/11/2019,30707,30788.05,30565.35,30716.55,0
7/12/2019,30789.75,30870.95,30548.3,30601.45,0
7/15/2019,30688.85,30695.7,30334.2,30445.95,0
7/16/2019,30532.65,30635,30429.9,30570.8,0
7/17/2019,30622.25,30799.7,30568.3,30735.5,0
7/18/2019,30705.8,30769.35,30378.6,30430.6,0
7/19/2019,30515.1,30543.75,29705.75,29770.35,0
7/22/2019,29617.05,29635.15,29194.1,29284.95,0
7/23/2019,29342.45,29365.8,29078.15,29128.1,0
7/24/2019,29085.45,29252.4,28871,28952.25,0
7/25/2019,28981.05,29240.8,28931.05,29043.05,0
7/26/2019,29062.5,29379.1,28994.5,29325.3,0
7/29/2019,29583.45,29592.95,29104.85,29295.9,0
7/30/2019,29434.85,29530.3,28737.8,28791.6,0
7/31/2019,28575.45,28979.75,28529.75,28876,0
8/1/2019,28660.5,28819.7,28047.35,28367.25,0
8/2/2019,28224.25,28544.55,27936.35,28204.95,0
8/5/2019,27841.2,27866.55,27389.5,27648.05,0
8/6/2019,27518.5,28148.4,27503.9,28022.1,0
8/7/2019,28053.85,28175.55,27641.85,27702.05,0
8/8/2019,27840.1,28227.55,27531.05,28110.45,0
8/9/2019,28293.65,28602.75,28251.75,28431.9,0
8/13/2019,28356.8,28358.85,27683.5,27729.1,0
8/14/2019,27885.5,28107.05,27726.65,28019.2,0
8/16/2019,27920.3,28251.05,27720.95,28217,0
8/19/2019,28331.25,28468.9,28146.5,28186.1,0
8/20/2019,28163.55,28215.4,27839.65,27982.45,0
8/21/2019,28021,28098.9,27666.2,27719.05,0
8/22/2019,27690.05,27690.05,26975.55,27034.2,0
8/23/2019,26835.35,27207.3,26560.6,26958.65,0
8/26/2019,27663.95,27995.25,26859.35,27951.35,0
8/27/2019,28106.3,28277.7,27960.8,28126.15,0
8/28/2019,28080.25,28095.55,27634.65,27804.3,0
8/29/2019,27694.95,27719.05,27239.95,27305.2,0
8/30/2019,27407.9,27586.5,27121.95,27427.85,0
9/3/2019,27239.2,27247.05,26742.6,26824.15,0
9/4/2019,26785.95,27278.7,26641.35,27123.85,0
9/5/2019,27086.95,27243.95,26815.4,26919.7,0
9/6/2019,26986.5,27311.05,26950.55,27247.9,0
9/9/2019,27240.35,27565.55,26993.9,27504.65,0
9/11/2019,27639.05,27829.65,27551.65,27776.2,0
9/12/2019,27870.8,28062.3,27764.7,27818.5,0
9/13/2019,27772,28126.85,27573.45,28098.75,0
9/16/2019,27868,28066.7,27798.85,27855,0
9/17/2019,27765.1,27851.4,27047.95,27131.75,0
9/18/2019,27304.7,27414.45,27088.8,27172.65,0
9/19/2019,27175.45,27175.45,26643,26757.65,0
9/20/2019,26878.65,29418.95,26727.55,28981.55,0
9/23/2019,30039.4,30801.3,29776.3,30566.2,0
9/24/2019,30432,30668.1,29889.55,30183.1,0
9/25/2019,30029.05,30067.6,29470.1,29586.05,0
9/26/2019,29640.55,30718.35,29627,30002.6,0
9/27/2019,29974.95,30112.65,29711.35,29876.65,0
9/30/2019,29674.8,29754.4,28943.45,29103.15,0
10/1/2019,29226.15,29526.4,28077.35,28725.5,0
10/3/2019,28606.7,28769.1,28240.8,28414.1,0
10/4/2019,28681.9,28730.3,27653.7,27731.85,0
10/7/2019,27909.9,28185.15,27568.35,27767.55,0
10/9/2019,27901.65,28857.7,27702.05,28785.85,0
10/10/2019,28542.95,28552.75,27914.15,28013.45,0
10/11/2019,28245.55,28604.05,27736.8,28042.5,0
10/14/2019,28238.5,28553.4,28043.25,28181.95,0
10/15/2019,28257.85,28694.85,28186.25,28555.1,0
10/16/2019,28689.45,28759.35,28305.4,28538.8,0
10/17/2019,28596.35,29049.05,28487.95,28989.45,0
10/18/2019,28954.8,29249.5,28864.1,29120.25,0
10/22/2019,29416.25,29690,29231.2,29411.15,0
10/23/2019,29478.85,29643.8,29214.05,29459.6,0
10/24/2019,29604.35,29693.25,28994.2,29107.95,0
10/25/2019,29228.65,29452.1,28923.8,29395.95,0
10/27/2019,29605.4,29644.45,29446.8,29516.3,0
10/29/2019,29527.6,29997.65,29385.45,29873.05,0
10/30/2019,30005.7,30151.1,29753,29987.5,0
10/31/2019,30168.65,30415.65,29987.15,30066.25,0
11/1/2019,30196.15,30409,30028.9,30330.55,0
11/4/2019,30415.9,30607.05,30227.25,30333.1,0
11/5/2019,30403.25,30452.7,30091.35,30219.85,0
11/6/2019,30225.2,30699,30013.65,30609.6,0
11/7/2019,30722.6,30821.35,30462.55,30633.15,0
11/8/2019,30571.3,31108.4,30504.05,30749.4,0
11/11/2019,30664.65,31205.2,30625.8,31115.55,0
11/13/2019,31084.75,31198.5,30488.1,30541.55,0
11/14/2019,30615.8,30789.2,30338.35,30749.95,0
11/15/2019,30912.4,31165.45,30860.7,31008.4,0
11/18/2019,31036.8,31203.55,30901.85,30992.1,0
11/19/2019,31045.15,31298.05,30974.3,31236.25,0
11/20/2019,31292.35,31471.65,31205.55,31353.85,0
11/21/2019,31413.25,31463.15,31243,31349.95,0
11/22/2019,31389.6,31394.2,31055.2,31111.6,0
11/25/2019,31065.1,31591.6,31049.75,31555.9,0
11/26/2019,31692.85,31850.35,31465.85,31718.35,0
11/27/2019,31832.75,31916.8,31734.5,31875.95,0
11/28/2019,31981.7,32157.05,31905.9,32122.95,0
11/29/2019,32074.15,32086.95,31770.8,31946.1,0
12/2/2019,32008.3,32024.1,31720.6,31871.45,0
12/3/2019,31920.1,31936.6,31502.95,31613.35,0
12/4/2019,31549.3,32017.75,31444,31979.3,0
12/5/2019,32083.8,32126.95,31628.3,31712.95,0
12/6/2019,31797.15,31883.7,31250.65,31341.55,0
12/9/2019,31321.4,31537.65,31122.05,31316.65,0
12/10/2019,31386.4,31412.8,31126,31160.35,0
12/11/2019,31151.65,31337.85,30996.4,31256.75,0
12/12/2019,31356.8,31711.45,31352.1,31665.45,0
12/13/2019,31775.55,32105.05,31770.5,32014.25,0
12/16/2019,32159,32186.95,31897.75,31974.2,0
12/17/2019,32082.4,32213.35,31987.35,32140.25,0
12/18/2019,32292.25,32293.65,32017.3,32244.25,0
12/19/2019,32281.65,32328.35,32085.05,32241.45,0
12/20/2019,32266.85,32443.35,32199.45,32384.95,0
12/23/2019,32381,32502.8,32196.85,32339.45,0
12/24/2019,32337.8,32390.35,32246.05,32280.75,0
